time_s,range_km,altitude_km,vx_m_s,vy_m_s,speed_m_s,mach,cd,mass_kg
414.168279,208.651672,650.391953,1396.272559,2445.468638,2816.006733,8.538604,0.380000,51194.848632
414.418279,209.000974,651.003588,1398.145921,2447.611295,2818.796386,8.547063,0.380000,51126.428018
414.668279,209.350745,651.615759,1400.021858,2449.759844,2821.592546,8.555541,0.380000,51058.007404
414.918279,209.700985,652.228468,1401.900378,2451.914300,2824.395228,8.564039,0.380000,50989.586791
415.168279,210.051696,652.841717,1403.781487,2454.074679,2827.204448,8.572557,0.380000,50921.166177
415.418279,210.402876,653.455506,1405.665192,2456.240995,2830.020222,8.581095,0.380000,50852.745563
415.668279,210.754528,654.069838,1407.551500,2458.413264,2832.842566,8.589653,0.380000,50784.324950
415.918279,211.106652,654.684713,1409.440418,2460.591501,2835.671495,8.598231,0.380000,50715.904336
416.168279,211.459249,655.300134,1411.331954,2462.775722,2838.507027,8.606829,0.380000,50647.483722
416.418279,211.812319,655.916102,1413.226114,2464.965941,2841.349176,8.615447,0.380000,50579.063108
416.668279,212.165862,656.532618,1415.122906,2467.162175,2844.197961,8.624085,0.380000,50510.642495
416.918279,212.519880,657.149683,1417.022336,2469.364440,2847.053396,8.632743,0.380000,50442.221881
417.168279,212.874373,657.767300,1418.924412,2471.572749,2849.915498,8.641421,0.380000,50373.801267
417.418279,213.229343,658.385470,1420.829141,2473.787120,2852.784283,8.650120,0.380000,50305.380654
417.668279,213.584788,659.004194,1422.736531,2476.007568,2855.659769,8.658839,0.380000,50236.960040
417.918279,213.940711,659.623475,1424.646587,2478.234109,2858.541971,8.667578,0.380000,50168.539426
418.168279,214.297112,660.243312,1426.559319,2480.466759,2861.430907,8.676338,0.380000,50100.118812
418.418279,214.653991,660.863708,1428.474732,2482.705534,2864.326592,8.685118,0.380000,50031.698199
418.668279,215.011349,661.484665,1430.392834,2484.950449,2867.229045,8.693919,0.380000,49963.277585
418.918279,215.369188,662.106184,1432.313634,2487.201521,2870.138281,8.702740,0.380000,49894.856971
419.168279,215.727506,662.728267,1434.237137,2489.458766,2873.054318,8.711582,0.380000,49826.436358
419.418279,216.086306,663.350914,1436.163352,2491.722200,2875.977173,8.720445,0.380000,49758.015744
419.668279,216.445588,663.974128,1438.092286,2493.991840,2878.906862,8.729328,0.380000,49689.595130
419.918279,216.805353,664.597911,1440.023947,2496.267702,2881.843404,8.738232,0.380000,49621.174516
420.168279,217.165601,665.222263,1441.958341,2498.549801,2884.786815,8.747157,0.380000,49552.753903
420.418279,217.526332,665.847186,1443.895477,2500.838156,2887.737112,8.756103,0.380000,49484.333289
420.668279,217.887548,666.472682,1445.835362,2503.132781,2890.694314,8.765069,0.380000,49415.912675
420.918279,218.249250,667.098753,1447.778004,2505.433695,2893.658437,8.774057,0.380000,49347.492062
421.168279,218.611438,667.725400,1449.723411,2507.740912,2896.629498,8.783066,0.380000,49279.071448
421.418279,218.974112,668.352624,1451.671589,2510.054452,2899.607517,8.792096,0.380000,49210.650834
421.668279,219.337274,668.980427,1453.622547,2512.374329,2902.592510,8.801147,0.380000,49142.230220
421.918279,219.700924,669.608812,1455.576293,2514.700561,2905.584495,8.810219,0.380000,49073.809607
422.168279,220.065062,670.237778,1457.532834,2517.033165,2908.583490,8.819312,0.380000,49005.388993
422.418279,220.429690,670.867329,1459.492178,2519.372159,2911.589513,8.828427,0.380000,48936.968379
422.668279,220.794808,671.497465,1461.454333,2521.717558,2914.602582,8.837563,0.380000,48868.547766
422.918279,221.160418,672.128188,1463.419307,2524.069381,2917.622715,8.846721,0.380000,48800.127152
423.168279,221.526518,672.759500,1465.387107,2526.427644,2920.649930,8.855900,0.380000,48731.706538
423.418279,221.893111,673.391402,1467.357743,2528.792365,2923.684246,8.865100,0.380000,48663.285924
423.668279,222.260197,674.023897,1469.331221,2531.163561,2926.725680,8.874323,0.380000,48594.865311
423.918279,222.627777,674.656985,1471.307549,2533.541250,2929.774252,8.883566,0.380000,48526.444697
424.168279,222.995851,675.290668,1473.286736,2535.925449,2932.829979,8.892832,0.380000,48458.024083
424.418279,223.364421,675.924948,1475.268790,2538.316176,2935.892881,8.902119,0.380000,48389.603470
424.668279,223.733486,676.559827,1477.253719,2540.713448,2938.962976,8.911428,0.380000,48321.182856
424.918279,224.103048,677.195305,1479.241531,2543.117284,2942.040283,8.920759,0.380000,48252.762242
425.168279,224.473107,677.831386,1481.232234,2545.527701,2945.124820,8.930112,0.380000,48184.341628
425.418279,224.843664,678.468070,1483.225837,2547.944717,2948.216607,8.939487,0.380000,48115.921015
425.668279,225.214720,679.105359,1485.222347,2550.368350,2951.315662,8.948883,0.380000,48047.500401
425.918279,225.586276,679.743254,1487.221773,2552.798618,2954.422005,8.958302,0.380000,47979.079787
426.168279,225.958331,680.381758,1489.224123,2555.235539,2957.535655,8.967744,0.380000,47910.659174
426.418279,226.330888,681.020873,1491.229406,2557.679132,2960.656631,8.977207,0.380000,47842.238560
426.668279,226.703946,681.660599,1493.237630,2560.129415,2963.784952,8.986692,0.380000,47773.817946
426.918279,227.077507,682.300938,1495.248804,2562.586405,2966.920637,8.996200,0.380000,47705.397332
427.168279,227.451571,682.941892,1497.262935,2565.050123,2970.063708,9.005731,0.380000,47636.976719
427.418279,227.826139,683.583464,1499.280032,2567.520585,2973.214182,9.015283,0.380000,47568.556105
427.668279,228.201211,684.225653,1501.300105,2569.997811,2976.372080,9.024859,0.380000,47500.135491
427.918279,228.576789,684.868463,1503.323161,2572.481820,2979.537421,9.034457,0.380000,47431.714878
428.168279,228.952873,685.511895,1505.349209,2574.972630,2982.710225,9.044077,0.380000,47363.294264
428.418279,229.329464,686.155950,1507.378258,2577.470260,2985.890513,9.053720,0.380000,47294.873650
428.668279,229.706562,686.800630,1509.410317,2579.974729,2989.078304,9.063386,0.380000,47226.453036
428.918279,230.084169,687.445938,1511.445393,2582.486056,2992.273618,9.073075,0.380000,47158.032423
429.168279,230.462285,688.091874,1513.483497,2585.004260,2995.476476,9.082786,0.380000,47089.611809
429.418279,230.840911,688.738441,1515.524636,2587.529361,2998.686898,9.092521,0.380000,47021.191195
429.668279,231.220048,689.385639,1517.568819,2590.061377,3001.904905,9.102279,0.380000,46952.770582
429.918279,231.599696,690.033472,1519.616056,2592.600328,3005.130516,9.112059,0.380000,46884.349968
430.168279,231.979856,690.681940,1521.666356,2595.146234,3008.363753,9.121863,0.380000,46815.929354
430.418279,232.360529,691.331046,1523.719727,2597.699113,3011.604637,9.131690,0.380000,46747.508740
430.668279,232.741716,691.980790,1525.776178,2600.258986,3014.853187,9.141540,0.380000,46679.088127
430.918279,233.123418,692.631176,1527.835718,2602.825872,3018.109425,9.151413,0.380000,46610.667513
431.168279,233.505635,693.282204,1529.898357,2605.399791,3021.373372,9.161310,0.380000,46542.246899
431.418279,233.888367,693.933876,1531.964103,2607.980763,3024.645049,9.171230,0.380000,46473.826286
431.668279,234.271617,694.586195,1534.032966,2610.568808,3027.924477,9.181174,0.380000,46405.405672
431.918279,234.655384,695.239161,1536.104955,2613.163945,3031.211678,9.191142,0.380000,46336.985058
432.168279,235.039670,695.892777,1538.180079,2615.766196,3034.506673,9.201133,0.380000,46268.564444
432.418279,235.424474,696.547045,1540.258347,2618.375580,3037.809483,9.211147,0.380000,46200.143831
432.668279,235.809799,697.201966,1542.339769,2620.992117,3041.120129,9.221186,0.380000,46131.723217
432.918279,236.195644,697.857541,1544.424354,2623.615828,3044.438634,9.231248,0.380000,46063.302603
433.168279,236.582011,698.513774,1546.512111,2626.246734,3047.765020,9.241334,0.380000,45994.881990
433.418279,236.968901,699.170665,1548.603050,2628.884854,3051.099308,9.251444,0.380000,45926.461376
433.668279,237.356313,699.828217,1550.697181,2631.530211,3054.441519,9.261578,0.380000,45858.040762
433.918279,237.744250,700.486431,1552.794512,2634.182823,3057.791678,9.271737,0.380000,45789.620148
434.168279,238.132711,701.145309,1554.895054,2636.842713,3061.149804,9.281919,0.380000,45721.199535
434.418279,238.521697,701.804853,1556.998816,2639.509901,3064.515921,9.292126,0.380000,45652.778921
434.668279,238.911210,702.465065,1559.105808,2642.184408,3067.890052,9.302357,0.380000,45584.358307
434.918279,239.301251,703.125946,1561.216039,2644.866256,3071.272217,9.312612,0.380000,45515.937694
435.168279,239.691819,703.787498,1563.329519,2647.555465,3074.662441,9.322892,0.380000,45447.517080
435.418279,240.082916,704.449724,1565.446258,2650.252058,3078.060746,9.333196,0.380000,45379.096466
435.668279,240.474542,705.112625,1567.566266,2652.956054,3081.467155,9.343525,0.380000,45310.675852
435.918279,240.866699,705.776203,1569.689553,2655.667477,3084.881690,9.353878,0.380000,45242.255239
436.168279,241.259387,706.440459,1571.816128,2658.386347,3088.304375,9.364256,0.380000,45173.834625
436.418279,241.652607,707.105397,1573.946002,2661.112686,3091.735232,9.374659,0.380000,45105.414011
436.668279,242.046360,707.771016,1576.079184,2663.846517,3095.174286,9.385087,0.380000,45036.993397
436.918279,242.440647,708.437321,1578.215685,2666.587860,3098.621558,9.395540,0.380000,44968.572784
437.168279,242.835469,709.104311,1580.355514,2669.336738,3102.077074,9.406017,0.380000,44900.152170
437.418279,243.230825,709.771990,1582.498683,2672.093173,3105.540856,9.416520,0.380000,44831.731556
437.668279,243.626718,710.440358,1584.645200,2674.857188,3109.012928,9.427048,0.380000,44763.310943
437.918279,244.023148,711.109419,1586.795077,2677.628804,3112.493314,9.437601,0.380000,44694.890329
438.168279,244.420116,711.779173,1588.948323,2680.408044,3115.982037,9.448180,0.380000,44626.469715
438.418279,244.817623,712.449623,1591.104949,2683.194931,3119.479123,9.458783,0.380000,44558.049101
438.668279,245.215669,713.120771,1593.264965,2685.989487,3122.984594,9.469412,0.380000,44489.628488
438.918279,245.614255,713.792619,1595.428382,2688.791735,3126.498475,9.480067,0.380000,44421.207874
439.168279,246.013383,714.465168,1597.595211,2691.601697,3130.020791,9.490747,0.380000,44352.787260
439.418279,246.413053,715.138420,1599.765461,2694.419398,3133.551566,9.501453,0.380000,44284.366647
439.668279,246.813266,715.812378,1601.939143,2697.244858,3137.090825,9.512185,0.380000,44215.946033
439.918279,247.214023,716.487043,1604.116268,2700.078103,3140.638592,9.522942,0.380000,44147.525419
440.168279,247.615325,717.162418,1606.296847,2702.919155,3144.194892,9.533726,0.380000,44079.104805
440.418279,248.017172,717.838504,1608.480890,2705.768037,3147.759750,9.544535,0.380000,44010.684192
440.668279,248.419565,718.515303,1610.668408,2708.624773,3151.333192,9.555370,0.380000,43942.263578
440.918279,248.822506,719.192817,1612.859413,2711.489387,3154.915242,9.566232,0.380000,43873.842964
441.168279,249.225995,719.871048,1615.053914,2714.361902,3158.505925,9.577119,0.380000,43805.422351
441.418279,249.630034,720.549998,1617.251922,2717.242342,3162.105268,9.588033,0.380000,43737.001737
441.668279,250.034622,721.229670,1619.453450,2720.130731,3165.713295,9.598973,0.380000,43668.581123
441.918279,250.439761,721.910064,1621.658507,2723.027093,3169.330033,9.609940,0.380000,43600.160509
442.168279,250.845451,722.591184,1623.867105,2725.931451,3172.955507,9.620933,0.380000,43531.739896
442.418279,251.251694,723.273031,1626.079254,2728.843832,3176.589744,9.631952,0.380000,43463.319282
442.668279,251.658491,723.955607,1628.294967,2731.764257,3180.232768,9.642998,0.380000,43394.898668
442.918279,252.065842,724.638914,1630.514255,2734.692753,3183.884607,9.654071,0.380000,43326.478055
443.168279,252.473749,725.322954,1632.737128,2737.629344,3187.545287,9.665171,0.380000,43258.057441
443.418279,252.882211,726.007729,1634.963598,2740.574055,3191.214834,9.676298,0.380000,43189.636827
443.668279,253.291231,726.693241,1637.193676,2743.526909,3194.893274,9.687452,0.380000,43121.216213
443.918279,253.700808,727.379493,1639.427374,2746.487933,3198.580636,9.698632,0.380000,43052.795600
444.168279,254.110945,728.066486,1641.664704,2749.457151,3202.276944,9.709840,0.380000,42984.374986
444.418279,254.521641,728.754222,1643.905677,2752.434589,3205.982227,9.721075,0.380000,42915.954372
444.668279,254.932898,729.442704,1646.150304,2755.420271,3209.696511,9.732337,0.380000,42847.533759
444.918279,255.344716,730.131933,1648.398597,2758.414224,3213.419824,9.743627,0.380000,42779.113145
445.168279,255.757097,730.821912,1650.650569,2761.416472,3217.152193,9.754944,0.380000,42710.692531
445.418279,256.170042,731.512642,1652.906230,2764.427042,3220.893645,9.766289,0.380000,42642.271917
445.668279,256.583551,732.204126,1655.165592,2767.445959,3224.644209,9.777661,0.380000,42573.851304
445.918279,256.997625,732.896366,1657.428669,2770.473249,3228.403911,9.789061,0.380000,42505.430690
446.168279,257.412265,733.589363,1659.695470,2773.508938,3232.172781,9.800489,0.380000,42437.010076
446.418279,257.827473,734.283121,1661.966009,2776.553053,3235.950845,9.811945,0.380000,42368.589463
446.668279,258.243249,734.977641,1664.240298,2779.605619,3239.738133,9.823429,0.380000,42300.168849
446.918279,258.659594,735.672924,1666.518348,2782.666663,3243.534671,9.834940,0.380000,42231.748235
447.168279,259.076508,736.368975,1668.800172,2785.736212,3247.340490,9.846480,0.380000,42163.327621
447.418279,259.493994,737.065793,1671.085783,2788.814292,3251.155618,9.858048,0.380000,42094.907008
447.668279,259.912051,737.763382,1673.375191,2791.900931,3254.980082,9.869645,0.380000,42026.486394
447.918279,260.330682,738.461744,1675.668411,2794.996154,3258.813913,9.881270,0.380000,41958.065780
448.168279,260.749886,739.160881,1677.965454,2798.099989,3262.657140,9.892923,0.380000,41889.645167
448.418279,261.169665,739.860795,1680.266332,2801.212463,3266.509791,9.904605,0.380000,41821.224553
448.668279,261.590019,740.561488,1682.571059,2804.333604,3270.371895,9.916315,0.380000,41752.803939
448.918279,262.010951,741.262963,1684.879647,2807.463439,3274.243483,9.928055,0.380000,41684.383325
449.168279,262.432460,741.965221,1687.192108,2810.601996,3278.124584,9.939823,0.380000,41615.962712
449.418279,262.854547,742.668264,1689.508456,2813.749302,3282.015228,9.951620,0.380000,41547.542098
449.668279,263.277214,743.372096,1691.828702,2816.905385,3285.915444,9.963446,0.380000,41479.121484
449.918279,263.700462,744.076718,1694.152861,2820.070274,3289.825264,9.975301,0.380000,41410.700871
450.168279,264.124291,744.782132,1696.480945,2823.243995,3293.744716,9.987186,0.380000,41342.280257
450.418279,264.548703,745.488340,1698.812966,2826.426579,3297.673832,9.999099,0.380000,41273.859643
450.668279,264.973698,746.195346,1701.148939,2829.618052,3301.612642,10.011043,0.380000,41205.439029
450.918279,265.399277,746.903150,1703.488876,2832.818445,3305.561176,10.023015,0.380000,41137.018416
451.168279,265.825443,747.611756,1705.832790,2836.027784,3309.519466,10.035017,0.380000,41068.597802
451.418279,266.252194,748.321165,1708.180694,2839.246100,3313.487543,10.047049,0.380000,41000.177188
451.668279,266.679533,749.031380,1710.532602,2842.473421,3317.465438,10.059111,0.380000,40931.756575
451.918279,267.107461,749.742402,1712.888528,2845.709776,3321.453182,10.071202,0.380000,40863.335961
452.168279,267.535978,750.454235,1715.248484,2848.955195,3325.450807,10.083324,0.380000,40794.915347
452.418279,267.965085,751.166881,1717.612485,2852.209707,3329.458344,10.095475,0.380000,40726.494733
452.668279,268.394784,751.880341,1719.980544,2855.473342,3333.475825,10.107657,0.380000,40658.074120
452.918279,268.825076,752.594618,1722.352674,2858.746128,3337.503282,10.119869,0.380000,40589.653506
453.168279,269.255961,753.309715,1724.728889,2862.028097,3341.540748,10.132111,0.380000,40521.232892
453.418279,269.687441,754.025633,1727.109203,2865.319279,3345.588254,10.144384,0.380000,40452.812279
453.668279,270.119516,754.742375,1729.493630,2868.619703,3349.645834,10.156687,0.380000,40384.391665
453.918279,270.552188,755.459944,1731.882184,2871.929399,3353.713520,10.169021,0.380000,40315.971051
454.168279,270.985457,756.178341,1734.274879,2875.248399,3357.791344,10.181386,0.380000,40247.550437
454.418279,271.419326,756.897569,1736.671729,2878.576732,3361.879340,10.193781,0.380000,40179.129824
454.668279,271.853794,757.617630,1739.072748,2881.914431,3365.977541,10.206208,0.380000,40110.709210
454.918279,272.288862,758.338527,1741.477950,2885.261525,3370.085980,10.218665,0.380000,40042.288596
455.168279,272.724533,759.060261,1743.887350,2888.618045,3374.204691,10.231154,0.380000,39973.867983
455.418279,273.160806,759.782836,1746.300962,2891.984024,3378.333708,10.243674,0.380000,39905.447369
455.668279,273.597684,760.506254,1748.718800,2895.359492,3382.473064,10.256225,0.380000,39837.026755
455.918279,274.035166,761.230517,1751.140879,2898.744481,3386.622793,10.268808,0.380000,39768.606141
456.168279,274.473255,761.955627,1753.567214,2902.139023,3390.782930,10.281422,0.380000,39700.185528
456.418279,274.911950,762.681587,1755.997819,2905.543149,3394.953510,10.294068,0.380000,39631.764914
456.668279,275.351254,763.408400,1758.432709,2908.956892,3399.134566,10.306745,0.380000,39563.344300
456.918279,275.791167,764.136066,1760.871899,2912.380285,3403.326133,10.319455,0.380000,39494.923687
457.168279,276.231690,764.864590,1763.315404,2915.813358,3407.528247,10.332196,0.380000,39426.503073
457.418279,276.672825,765.593974,1765.763238,2919.256146,3411.740942,10.344970,0.380000,39358.082459
457.668279,277.114572,766.324219,1768.215417,2922.708680,3415.964255,10.357776,0.380000,39289.661845
457.918279,277.556933,767.055329,1770.671956,2926.170994,3420.198220,10.370614,0.380000,39221.241232
458.168279,277.999909,767.787306,1773.132870,2929.643121,3424.442873,10.383484,0.380000,39152.820618
458.418279,278.443500,768.520152,1775.598175,2933.125094,3428.698251,10.396387,0.380000,39084.400004
458.668279,278.887708,769.253869,1778.067885,2936.616946,3432.964389,10.409323,0.380000,39015.979391
458.918279,279.332534,769.988461,1780.542017,2940.118712,3437.241323,10.422291,0.380000,38947.558777
459.168279,279.777979,770.723929,1783.020585,2943.630424,3441.529090,10.435293,0.380000,38879.138163
459.418279,280.224045,771.460277,1785.503606,2947.152117,3445.827727,10.448327,0.380000,38810.717549
459.668279,280.670732,772.197506,1787.991095,2950.683825,3450.137271,10.461394,0.380000,38742.296936
459.918279,281.118041,772.935620,1790.483067,2954.225582,3454.457758,10.474495,0.380000,38673.876322
460.168279,281.565973,773.674620,1792.979540,2957.777423,3458.789227,10.487628,0.380000,38605.455708
460.418279,282.014531,774.414509,1795.480528,2961.339383,3463.131714,10.500795,0.380000,38537.035095
460.668279,282.463714,775.155290,1797.986048,2964.911496,3467.485257,10.513996,0.380000,38468.614481
460.918279,282.913524,775.896966,1800.496116,2968.493797,3471.849894,10.527230,0.380000,38400.193867
461.168279,283.363963,776.639538,1803.010748,2972.086322,3476.225664,10.540499,0.380000,38331.773253
461.418279,283.815030,777.383010,1805.529961,2975.689106,3480.612604,10.553800,0.380000,38263.352640
461.668279,284.266728,778.127383,1808.053770,2979.302185,3485.010753,10.567136,0.380000,38194.932026
461.918279,284.719057,778.872662,1810.582193,2982.925594,3489.420149,10.580506,0.380000,38126.511412
462.168279,285.172019,779.618847,1813.115245,2986.559370,3493.840833,10.593911,0.380000,38058.090799
462.418279,285.625615,780.365942,1815.652944,2990.203549,3498.272842,10.607349,0.380000,37989.670185
462.668279,286.079846,781.113950,1818.195306,2993.858167,3502.716217,10.620822,0.380000,37921.249571
462.918279,286.534713,781.862872,1820.742348,2997.523260,3507.170996,10.634330,0.380000,37852.828957
463.168279,286.990218,782.612712,1823.294087,3001.198866,3511.637220,10.647872,0.380000,37784.408344
463.418279,287.446361,783.363473,1825.850541,3004.885022,3516.114928,10.661449,0.380000,37715.987730
463.668279,287.903143,784.115156,1828.411725,3008.581764,3520.604162,10.675062,0.380000,37647.567116
463.918279,288.360567,784.867764,1830.977658,3012.289130,3525.104961,10.688709,0.380000,37579.146502
464.168279,288.818633,785.621301,1833.548356,3016.007158,3529.617366,10.702391,0.380000,37510.725889
464.418279,289.277342,786.375769,1836.123837,3019.735885,3534.141418,10.716109,0.380000,37442.305275
464.668279,289.736695,787.131170,1838.704119,3023.475350,3538.677158,10.729862,0.380000,37373.884661
464.918279,290.196694,787.887507,1841.289219,3027.225590,3543.224628,10.743651,0.380000,37305.464048
465.168279,290.657340,788.644784,1843.879154,3030.986645,3547.783868,10.757475,0.380000,37237.043434
465.418279,291.118634,789.403002,1846.473943,3034.758552,3552.354922,10.771335,0.380000,37168.622820
465.668279,291.580577,790.162164,1849.073604,3038.541351,3556.937831,10.785231,0.380000,37100.202206
465.918279,292.043171,790.922273,1851.678154,3042.335080,3561.532637,10.799164,0.380000,37031.781593
466.168279,292.506417,791.683332,1854.287611,3046.139780,3566.139383,10.813132,0.380000,36963.360979
466.418279,292.970315,792.445344,1856.901994,3049.955488,3570.758112,10.827137,0.380000,36894.940365
466.668279,293.434868,793.208311,1859.521321,3053.782246,3575.388867,10.841178,0.380000,36826.519752
466.918279,293.900077,793.972236,1862.145611,3057.620093,3580.031691,10.855256,0.380000,36758.099138
467.168279,294.365942,794.737122,1864.774881,3061.469069,3584.686627,10.869370,0.380000,36689.678524
467.418279,294.832464,795.502971,1867.409150,3065.329214,3589.353719,10.883522,0.380000,36621.257910
467.668279,295.299646,796.269787,1870.048437,3069.200569,3594.033012,10.897710,0.380000,36552.837297
467.918279,295.767489,797.037573,1872.692762,3073.083176,3598.724550,10.911936,0.380000,36484.416683
468.168279,296.235993,797.806330,1875.342142,3076.977074,3603.428377,10.926198,0.380000,36415.996069
468.418279,296.705161,798.576062,1877.996597,3080.882306,3608.144537,10.940499,0.380000,36347.575456
468.668279,297.174992,799.346772,1880.656145,3084.798913,3612.873077,10.954836,0.380000,36279.154842
468.918279,297.645489,800.118463,1883.320807,3088.726936,3617.614041,10.969212,0.380000,36210.734228
469.168279,298.116653,800.891137,1885.990601,3092.666418,3622.367474,10.983625,0.380000,36142.313614
469.418279,298.588485,801.664797,1888.665547,3096.617400,3627.133423,10.998076,0.380000,36073.893001
469.668279,299.060986,802.439446,1891.345664,3100.579926,3631.911934,11.012565,0.380000,36005.472387
469.918279,299.534158,803.215088,1894.030973,3104.554037,3636.703053,11.027093,0.380000,35937.051773
470.168279,300.008002,803.991724,1896.721492,3108.539778,3641.506827,11.041659,0.380000,35868.631160
470.418279,300.482519,804.769359,1899.417242,3112.537190,3646.323302,11.056263,0.380000,35800.210546
470.668279,300.957711,805.547994,1902.118243,3116.546319,3651.152526,11.070906,0.380000,35731.789932
470.918279,301.433579,806.327633,1904.824515,3120.567206,3655.994546,11.085588,0.380000,35663.369318
471.168279,301.910124,807.108278,1907.536077,3124.599896,3660.849409,11.100309,0.380000,35594.948705
471.418279,302.387347,807.889934,1910.252951,3128.644434,3665.717165,11.115069,0.380000,35526.528091
471.668279,302.865251,808.672602,1912.975157,3132.700864,3670.597861,11.129868,0.380000,35458.107477
471.918279,303.343835,809.456285,1915.702716,3136.769230,3675.491545,11.144706,0.380000,35389.686864
472.168279,303.823102,810.240987,1918.435648,3140.849577,3680.398267,11.159584,0.380000,35321.266250
472.418279,304.303054,811.026711,1921.173973,3144.941951,3685.318075,11.174502,0.380000,35252.845636
472.668279,304.783690,811.813459,1923.917714,3149.046398,3690.251019,11.189459,0.380000,35184.425022
472.918279,305.265013,812.601235,1926.666891,3153.162962,3695.197149,11.204457,0.380000,35116.004409
473.168279,305.747024,813.390042,1929.421524,3157.291690,3700.156515,11.219494,0.380000,35047.583795
473.418279,306.229724,814.179882,1932.181637,3161.432628,3705.129166,11.234572,0.380000,34979.163181
473.668279,306.713115,814.970759,1934.947249,3165.585823,3710.115155,11.249691,0.380000,34910.742568
473.918279,307.197198,815.762676,1937.718383,3169.751321,3715.114530,11.264850,0.380000,34842.321954
474.168279,307.681975,816.555636,1940.495061,3173.929171,3720.127345,11.280049,0.380000,34773.901340
474.418279,308.167446,817.349641,1943.277303,3178.119418,3725.153649,11.295290,0.380000,34705.480726
474.668279,308.653614,818.144696,1946.065132,3182.322110,3730.193495,11.310572,0.380000,34637.060113
474.918279,309.140479,818.940804,1948.858571,3186.537297,3735.246936,11.325894,0.380000,34568.639499
475.168279,309.628044,819.737966,1951.657640,3190.765025,3740.314023,11.341259,0.380000,34500.218885
475.418279,310.116308,820.536187,1954.462364,3195.005344,3745.394809,11.356664,0.380000,34431.798272
475.668279,310.605275,821.335470,1957.272763,3199.258301,3750.489348,11.372112,0.380000,34363.377658
475.918279,311.094945,822.135817,1960.088862,3203.523947,3755.597692,11.387601,0.380000,34294.957044
476.168279,311.585320,822.937233,1962.910681,3207.802330,3760.719896,11.403133,0.380000,34226.536430
476.418279,312.076401,823.739720,1965.738246,3212.093501,3765.856013,11.418706,0.380000,34158.115817
476.668279,312.568190,824.543281,1968.571577,3216.397509,3771.006098,11.434322,0.380000,34089.695203
476.918279,313.060687,825.347919,1971.410699,3220.714404,3776.170205,11.449981,0.380000,34021.274589
477.168279,313.553896,826.153639,1974.255636,3225.044238,3781.348390,11.465682,0.380000,33952.853976
477.418279,314.047816,826.960443,1977.106409,3229.387060,3786.540708,11.481426,0.380000,33884.433362
477.668279,314.542449,827.768334,1979.963043,3233.742922,3791.747215,11.497213,0.380000,33816.012748
477.918279,315.037798,828.577315,1982.825562,3238.111876,3796.967966,11.513043,0.380000,33747.592134
478.168279,315.533863,829.387391,1985.693990,3242.493974,3802.203018,11.528916,0.380000,33679.171521
478.418279,316.030645,830.198563,1988.568349,3246.889267,3807.452428,11.544834,0.380000,33610.750907
478.668279,316.528147,831.010836,1991.448666,3251.297807,3812.716253,11.560794,0.380000,33542.330293
478.918279,317.026370,831.824213,1994.334964,3255.719649,3817.994549,11.576799,0.380000,33473.909680
479.168279,317.525315,832.638697,1997.227267,3260.154844,3823.287376,11.592848,0.380000,33405.489066
479.418279,318.024984,833.454292,2000.125600,3264.603447,3828.594792,11.608941,0.380000,33337.068452
479.668279,318.525379,834.271000,2003.029988,3269.065510,3833.916854,11.625078,0.380000,33268.647838
479.918279,319.026500,835.088826,2005.940456,3273.541088,3839.253621,11.641260,0.380000,33200.227225
480.168279,319.528349,835.907772,2008.857028,3278.030236,3844.605154,11.657487,0.380000,33131.806611
480.418279,320.030929,836.727842,2011.779731,3282.533007,3849.971510,11.673759,0.380000,33063.385997
480.668279,320.534240,837.549039,2014.708589,3287.049458,3855.352752,11.690075,0.380000,32994.965384
480.918279,321.038284,838.371368,2017.643628,3291.579643,3860.748938,11.706438,0.380000,32926.544770
481.168279,321.543062,839.194830,2020.584874,3296.123619,3866.160129,11.722845,0.380000,32858.124156
481.418279,322.048576,840.019431,2023.532352,3300.681441,3871.586387,11.739298,0.380000,32789.703542
481.668279,322.554829,840.845172,2026.486089,3305.253166,3877.027774,11.755798,0.380000,32721.282929
481.918279,323.061820,841.672059,2029.446111,3309.838850,3882.484350,11.772343,0.380000,32652.862315
482.168279,323.569552,842.500093,2032.412443,3314.438551,3887.956179,11.788934,0.380000,32584.441701
482.418279,324.078027,843.329279,2035.385114,3319.052327,3893.443323,11.805572,0.380000,32516.021088
482.668279,324.587245,844.159620,2038.364148,3323.680235,3898.945845,11.822257,0.380000,32447.600474
482.918279,325.097209,844.991120,2041.349574,3328.322333,3904.463809,11.838988,0.380000,32379.179860
483.168279,325.607921,845.823783,2044.341418,3332.978680,3909.997278,11.855767,0.380000,32310.759246
483.418279,326.119381,846.657611,2047.339707,3337.649335,3915.546317,11.872592,0.380000,32242.338633
483.668279,326.631591,847.492608,2050.344469,3342.334357,3921.110990,11.889465,0.380000,32173.918019
483.918279,327.144553,848.328779,2053.355731,3347.033807,3926.691363,11.906386,0.380000,32105.497405
484.168279,327.658269,849.166127,2056.373522,3351.747744,3932.287502,11.923354,0.380000,32037.076792
484.418279,328.172741,850.004654,2059.397868,3356.476228,3937.899471,11.940371,0.380000,31968.656178
484.668279,328.687969,850.844366,2062.428798,3361.219321,3943.527339,11.957435,0.380000,31900.235564
484.918279,329.203956,851.685265,2065.466341,3365.977084,3949.171170,11.974549,0.380000,31831.814950
